log_path,accuracy,valid.accuracy,init.test.accuracy,init.valid.accuracy,epoch
/watson/data/ml/results/cbt-dist/1805/1805_-ehd_384_-sed_128.out,0.6268,0.6765,0.29,0.288,2
/watson/data/ml/results/cbt-dist/38/38_-ehd_384_-sed_128.out,0.6356,0.6695,0.2904,0.2875,3
/watson/data/ml/results/cbt-dist/89/89_-ehd_384_-sed_128.out,0.6244,0.675,0.2916,0.289,2
/watson/data/ml/results/cbt-dist/182/182_-ehd_384_-sed_128.out,0.6128,0.673,0.2872,0.287,2
/watson/data/ml/results/cbt-dist/1829/1829_-ehd_384_-sed_128.out,0.6236,0.6765,0.29,0.288,2
/watson/data/ml/results/cbt-dist/134/134_-ehd_384_-sed_128.out,0.6244,0.676,0.2876,0.2895,2
/watson/data/ml/results/cbt-dist/161/161_-ehd_384_-sed_128.out,0.6296,0.6705,0.2912,0.288,3
/watson/data/ml/results/cbt-dist/1851/1851_-ehd_384_-sed_128.out,0.6396,0.6795,0.292,0.2875,3
/watson/data/ml/results/cbt-dist/157/157_-ehd_384_-sed_128.out,0.6124,0.672,0.2892,0.288,3
/watson/data/ml/results/cbt-dist/1815/1815_-ehd_384_-sed_128.out,0.6468,0.677,0.2876,0.288,3
/watson/data/ml/results/cbt-dist/110/110_-ehd_384_-sed_128.out,0.6352,0.6755,0.2932,0.289,3
/watson/data/ml/results/cbt-dist/1835/1835_-ehd_384_-sed_128.out,0.6316,0.673,0.2912,0.2895,2
/watson/data/ml/results/cbt-dist/1821/1821_-ehd_384_-sed_128.out,0.6372,0.6705,0.2912,0.29,3
/watson/data/ml/results/cbt-dist/15/15_-ehd_384_-sed_128.out,0.642,0.686,0.2924,0.2895,2
/watson/data/ml/results/cbt-dist/52/52_-ehd_384_-sed_128.out,0.628,0.675,0.2896,0.288,3
/watson/data/ml/results/cbt-dist/1789/1789_-ehd_384_-sed_128.out,0.634,0.6745,0.2904,0.2885,3
/watson/data/ml/results/cbt-dist/45/45_-ehd_384_-sed_128.out,0.61,0.6695,0.2924,0.2885,4
/watson/data/ml/results/cbt-dist/85/85_-ehd_384_-sed_128.out,0.6248,0.676,0.2916,0.288,2
/watson/data/ml/results/cbt-dist/1894/1894_-ehd_384_-sed_128.out,0.6264,0.68,0.29,0.2875,2
/watson/data/ml/results/cbt-dist/1800/1800_-ehd_384_-sed_128.out,0.6404,0.6785,0.2912,0.289,3
/watson/data/ml/results/cbt-dist/1843/1843_-ehd_384_-sed_128.out,0.6352,0.69,0.292,0.288,3
/watson/data/ml/results/cbt-dist/1/1_-ehd_384_-sed_128.out,0.6376,0.6775,0.2892,0.286,3
/watson/data/ml/results/cbt-dist/1817/1817_-ehd_384_-sed_128.out,0.6112,0.668,0.2904,0.2885,3
/watson/data/ml/results/cbt-dist/180/180_-ehd_384_-sed_128.out,0.6476,0.6755,0.29,0.2905,3
/watson/data/ml/results/cbt-dist/47/47_-ehd_384_-sed_128.out,0.62,0.669,0.2904,0.2875,2
/watson/data/ml/results/cbt-dist/1846/1846_-ehd_384_-sed_128.out,0.6332,0.676,0.2892,0.2885,2
/watson/data/ml/results/cbt-dist/1961/1961_-ehd_384_-sed_128.out,0.644,0.678,0.29,0.288,3
/watson/data/ml/results/cbt-dist/18/18_-ehd_384_-sed_128.out,0.6236,0.6765,0.2912,0.2865,2
/watson/data/ml/results/cbt-dist/122/122_-ehd_384_-sed_128.out,0.6452,0.674,0.2916,0.288,3
/watson/data/ml/results/cbt-dist/1842/1842_-ehd_384_-sed_128.out,0.6248,0.6755,0.2916,0.289,2
/watson/data/ml/results/cbt-dist/1859/1859_-ehd_384_-sed_128.out,0.636,0.673,0.2912,0.288,2
/watson/data/ml/results/cbt-dist/1901/1901_-ehd_384_-sed_128.out,0.638,0.674,0.2908,0.2865,3
/watson/data/ml/results/cbt-dist/116/116_-ehd_384_-sed_128.out,0.6328,0.6795,0.29,0.2885,2
/watson/data/ml/results/cbt-dist/1852/1852_-ehd_384_-sed_128.out,0.6336,0.678,0.2876,0.2875,3
/watson/data/ml/results/cbt-dist/115/115_-ehd_384_-sed_128.out,0.6344,0.6835,0.292,0.2875,3
/watson/data/ml/results/cbt-dist/84/84_-ehd_384_-sed_128.out,0.6308,0.6815,0.2896,0.289,3
/watson/data/ml/results/cbt-dist/1907/1907_-ehd_384_-sed_128.out,0.6112,0.6725,0.292,0.2875,3
/watson/data/ml/results/cbt-dist/43/43_-ehd_384_-sed_128.out,0.6404,0.678,0.29,0.287,3
/watson/data/ml/results/cbt-dist/1781/1781_-ehd_384_-sed_128.out,0.6396,0.681,0.2916,0.287,3
/watson/data/ml/results/cbt-dist/1986/1986_-ehd_384_-sed_128.out,0.6232,0.6715,0.2912,0.287,2
/watson/data/ml/results/cbt-dist/21/21_-ehd_384_-sed_128.out,0.6328,0.681,0.292,0.2885,2
/watson/data/ml/results/cbt-dist/171/171_-ehd_384_-sed_128.out,0.6292,0.6755,0.2904,0.2865,2
/watson/data/ml/results/cbt-dist/1973/1973_-ehd_384_-sed_128.out,0.6344,0.67,0.29,0.29,3
/watson/data/ml/results/cbt-dist/145/145_-ehd_384_-sed_128.out,0.6196,0.6775,0.2908,0.2895,2
/watson/data/ml/results/cbt-dist/67/67_-ehd_384_-sed_128.out,0.646,0.6725,0.2888,0.2905,3
/watson/data/ml/results/cbt-dist/83/83_-ehd_384_-sed_128.out,0.6264,0.6755,0.2904,0.287,2
/watson/data/ml/results/cbt-dist/1845/1845_-ehd_384_-sed_128.out,0.6168,0.6775,0.29,0.2895,2
/watson/data/ml/results/cbt-dist/35/35_-ehd_384_-sed_128.out,0.626,0.6715,0.2896,0.2875,2
/watson/data/ml/results/cbt-dist/1751/1751_-ehd_384_-sed_128.out,0.6324,0.6695,0.2888,0.287,3
/watson/data/ml/results/cbt-dist/87/87_-ehd_384_-sed_128.out,0.6288,0.6765,0.2904,0.2895,3
/watson/data/ml/results/cbt-dist/1886/1886_-ehd_384_-sed_128.out,0.6328,0.6775,0.2944,0.2885,2
/watson/data/ml/results/cbt-dist/1885/1885_-ehd_384_-sed_128.out,0.6368,0.6845,0.2876,0.287,3
/watson/data/ml/results/cbt-dist/25/25_-ehd_384_-sed_128.out,0.6296,0.68,0.2896,0.289,3
/watson/data/ml/results/cbt-dist/48/48_-ehd_384_-sed_128.out,0.6312,0.676,0.2916,0.2885,2
/watson/data/ml/results/cbt-dist/97/97_-ehd_384_-sed_128.out,0.6452,0.6795,0.2912,0.285,2
/watson/data/ml/results/cbt-dist/112/112_-ehd_384_-sed_128.out,0.6296,0.6805,0.2908,0.2875,3
/watson/data/ml/results/cbt-dist/159/159_-ehd_384_-sed_128.out,0.626,0.6775,0.2904,0.289,2
/watson/data/ml/results/cbt-dist/70/70_-ehd_384_-sed_128.out,0.6296,0.676,0.2908,0.29,2
/watson/data/ml/results/cbt-dist/17/17_-ehd_384_-sed_128.out,0.634,0.681,0.2896,0.291,3
/watson/data/ml/results/cbt-dist/1862/1862_-ehd_384_-sed_128.out,0.6372,0.677,0.29,0.288,3
/watson/data/ml/results/cbt-dist/1771/1771_-ehd_384_-sed_128.out,0.648,0.6775,0.2868,0.2865,3
/watson/data/ml/results/cbt-dist/22/22_-ehd_384_-sed_128.out,0.6504,0.6735,0.2924,0.2895,3
/watson/data/ml/results/cbt-dist/1890/1890_-ehd_384_-sed_128.out,0.616,0.6725,0.2896,0.2855,3
/watson/data/ml/results/cbt-dist/109/109_-ehd_384_-sed_128.out,0.6336,0.679,0.29,0.2875,3
/watson/data/ml/results/cbt-dist/138/138_-ehd_384_-sed_128.out,0.6312,0.678,0.2928,0.289,2
/watson/data/ml/results/cbt-dist/1850/1850_-ehd_384_-sed_128.out,0.6268,0.675,0.29,0.289,2
/watson/data/ml/results/cbt-dist/174/174_-ehd_384_-sed_128.out,0.6232,0.6735,0.2896,0.2895,2
/watson/data/ml/results/cbt-dist/1996/1996_-ehd_384_-sed_128.out,0.6448,0.6755,0.292,0.2885,3
/watson/data/ml/results/cbt-dist/9/9_-ehd_384_-sed_128.out,0.6252,0.671,0.2896,0.2905,2
/watson/data/ml/results/cbt-dist/124/124_-ehd_384_-sed_128.out,0.6304,0.6775,0.292,0.289,3
/watson/data/ml/results/cbt-dist/135/135_-ehd_384_-sed_128.out,0.63,0.677,0.2908,0.2875,2
/watson/data/ml/results/cbt-dist/1869/1869_-ehd_384_-sed_128.out,0.6272,0.669,0.2912,0.2885,2
/watson/data/ml/results/cbt-dist/1880/1880_-ehd_384_-sed_128.out,0.6252,0.6865,0.2896,0.2885,3
/watson/data/ml/results/cbt-dist/1763/1763_-ehd_384_-sed_128.out,0.6252,0.6755,0.2904,0.287,2
/watson/data/ml/results/cbt-dist/170/170_-ehd_384_-sed_128.out,0.636,0.6735,0.292,0.288,2
/watson/data/ml/results/cbt-dist/1765/1765_-ehd_384_-sed_128.out,0.6028,0.6705,0.2908,0.287,2
/watson/data/ml/results/cbt-dist/1788/1788_-ehd_384_-sed_128.out,0.6344,0.685,0.2888,0.287,3
/watson/data/ml/results/cbt-dist/80/80_-ehd_384_-sed_128.out,0.634,0.673,0.2864,0.288,3
/watson/data/ml/results/cbt-dist/1769/1769_-ehd_384_-sed_128.out,0.638,0.679,0.2908,0.286,3
/watson/data/ml/results/cbt-dist/29/29_-ehd_384_-sed_128.out,0.6276,0.6795,0.2932,0.2875,3
/watson/data/ml/results/cbt-big-valid/862/862_-ehd_384_-sed_384.out,0.6112,0.4247,0.26,0.2451,1
/watson/data/ml/results/cbt-big-valid/866/866_-ehd_384_-sed_384.out,0.6108,0.4205,0.2632,0.2458,1
/watson/data/ml/results/cbt-big-valid/880/880_-ehd_384_-sed_384.out,0.6096,0.4242,0.2632,0.2465,1
/watson/data/ml/results/cbt-big-valid/888/888_-ehd_384_-sed_384.out,0.6132,0.4169,0.2616,0.2452,1
/watson/data/ml/results/cbt-big-valid/871/871_-ehd_384_-sed_384.out,0.6148,0.4212,0.2624,0.2464,1
/watson/data/ml/results/cbt-big-valid/887/887_-ehd_384_-sed_384.out,0.6064,0.4268,0.258,0.2482,1
/watson/data/ml/results/cbt-big-valid/885/885_-ehd_384_-sed_384.out,0.6048,0.4194,0.2612,0.2466,1
/watson/data/ml/results/cbt-big-valid/851/851_-ehd_384_-sed_384.out,0.6032,0.4226,0.2628,0.2454,1
/watson/data/ml/results/cbt-big-valid/850/850_-ehd_384_-sed_384.out,0.6092,0.4227,0.2632,0.2448,1
/watson/data/ml/results/cbt-big-valid/870/870_-ehd_384_-sed_384.out,0.6108,0.4243,0.2608,0.249,1
/watson/data/ml/results/cbt-big-valid/899/899_-ehd_384_-sed_384.out,0.6108,0.4298,0.2624,0.2474,1
/watson/data/ml/results/cbt-big-valid/898/898_-ehd_384_-sed_384.out,0.6092,0.422,0.264,0.2473,1
/watson/data/ml/results/cbt-big-valid/876/876_-ehd_384_-sed_384.out,0.6024,0.4219,0.2604,0.2429,1
/watson/data/ml/results/cbt-big-valid/891/891_-ehd_384_-sed_384.out,0.6124,0.4296,0.2608,0.2468,1
/watson/data/ml/results/cbt-big-valid/875/875_-ehd_384_-sed_384.out,0.6216,0.4265,0.2632,0.2458,1
/watson/data/ml/results/cbt-big-valid/867/867_-ehd_384_-sed_384.out,0.6312,0.4173,0.2596,0.2483,1
/watson/data/ml/results/cbt-big-valid/900/900_-ehd_384_-sed_384.out,0.616,0.4235,0.2604,0.2483,1
/watson/data/ml/results/cbt-big-valid/874/874_-ehd_384_-sed_384.out,0.608,0.4249,0.262,0.2479,1
/watson/data/ml/results/cbt-big-valid/889/889_-ehd_384_-sed_384.out,0.6176,0.4246,0.2648,0.2467,1
/watson/data/ml/results/cbt-big-valid/863/863_-ehd_384_-sed_384.out,0.6104,0.42,0.2644,0.2432,1
/watson/data/ml/results/cbt-big-valid/877/877_-ehd_384_-sed_384.out,0.6088,0.4191,0.2588,0.2465,1
/watson/data/ml/results/cbt-big-valid/882/882_-ehd_384_-sed_384.out,0.5976,0.4198,0.2588,0.2502,1
/watson/data/ml/results/cbt-big-valid/872/872_-ehd_384_-sed_384.out,0.6128,0.4264,0.2636,0.2461,1
/watson/data/ml/results/cbt-big-valid/883/883_-ehd_384_-sed_384.out,0.612,0.4283,0.262,0.2481,1
/watson/data/ml/results/cbt-big-valid/881/881_-ehd_384_-sed_384.out,0.6124,0.4231,0.2584,0.2455,1
/watson/data/ml/results/cbt-big-valid/847/847_-ehd_384_-sed_384.out,0.6068,0.4163,0.2624,0.2476,1
/watson/data/ml/results/cbt-big-valid/859/859_-ehd_384_-sed_384.out,0.6184,0.4242,0.2608,0.2491,1
/watson/data/ml/results/cbt-big-valid/854/854_-ehd_384_-sed_384.out,0.6108,0.4248,0.2604,0.247,1
/watson/data/ml/results/cbt-big-valid/892/892_-ehd_384_-sed_384.out,0.604,0.423,0.262,0.247,1
/watson/data/ml/results/cbt-big-valid/861/861_-ehd_384_-sed_384.out,0.6116,0.4236,0.2612,0.244,1
/watson/data/ml/results/cbt-big-valid/858/858_-ehd_384_-sed_384.out,0.6168,0.4217,0.2624,0.2464,1
/watson/data/ml/results/cbt-big-valid/894/894_-ehd_384_-sed_384.out,0.6024,0.4262,0.2636,0.2465,1
/watson/data/ml/results/cbt-big-valid/884/884_-ehd_384_-sed_384.out,0.6052,0.4215,0.2624,0.2493,1
/watson/data/ml/results/cbt-big-valid/901/901_-ehd_384_-sed_384.out,0.2616,0.2451,0.2616,0.2451,0
/watson/data/ml/results/cbt-big-valid/855/855_-ehd_384_-sed_384.out,0.6164,0.4267,0.2624,0.2475,1
/watson/data/ml/results/cbt-big-valid/893/893_-ehd_384_-sed_384.out,0.6132,0.4222,0.2608,0.2468,1
/watson/data/ml/results/cbt-big-valid/879/879_-ehd_384_-sed_384.out,0.6136,0.4217,0.26,0.2474,1
/watson/data/ml/results/cbt-big-valid/849/849_-ehd_384_-sed_384.out,0.6088,0.4246,0.2616,0.2444,1
/watson/data/ml/results/cbt-big-valid/846/846_-ehd_384_-sed_384.out,0.6108,0.4218,0.262,0.2492,1
/watson/data/ml/results/cbt-big-valid/860/860_-ehd_384_-sed_384.out,0.6016,0.4268,0.2648,0.2477,1
/watson/data/ml/results/cbt-big-valid/864/864_-ehd_384_-sed_384.out,0.6172,0.4282,0.26,0.2474,1
/watson/data/ml/results/cbt-big-valid/869/869_-ehd_384_-sed_384.out,0.608,0.4216,0.2616,0.2468,1
/watson/data/ml/results/cbt-big-valid/852/852_-ehd_384_-sed_384.out,0.616,0.425,0.2596,0.2486,1
/watson/data/ml/results/cbt-big-valid/856/856_-ehd_384_-sed_384.out,0.614,0.4215,0.262,0.2436,1
/watson/data/ml/results/cbt-big-valid/848/848_-ehd_384_-sed_384.out,0.6172,0.4198,0.262,0.2439,1
/watson/data/ml/results/cbt-big-valid/873/873_-ehd_384_-sed_384.out,0.6088,0.4247,0.2608,0.2461,1
/watson/data/ml/results/cbt-big-valid/897/897_-ehd_384_-sed_384.out,0.6112,0.4228,0.2632,0.2456,1
/watson/data/ml/results/cbt-big-valid/878/878_-ehd_384_-sed_384.out,0.61,0.4205,0.2592,0.2466,1
/watson/data/ml/results/cbt-big-valid/853/853_-ehd_384_-sed_384.out,0.614,0.4268,0.2608,0.2475,1
/watson/data/ml/results/cbt-big-valid/896/896_-ehd_384_-sed_384.out,0.6172,0.4278,0.2608,0.2484,1
/watson/data/ml/results/cbt-big-valid/886/886_-ehd_384_-sed_384.out,0.6092,0.4232,0.2612,0.2458,1
/watson/data/ml/results/cbt-big-valid/865/865_-ehd_384_-sed_384.out,0.6092,0.4249,0.2588,0.2477,1
/watson/data/ml/results/cbt-big-valid/868/868_-ehd_384_-sed_384.out,0.6096,0.4261,0.262,0.2476,1
/watson/data/ml/results/cbt-big-valid/857/857_-ehd_384_-sed_384.out,0.612,0.4221,0.2624,0.2476,1
/watson/data/ml/results/cbt-big-valid/890/890_-ehd_384_-sed_384.out,0.6032,0.422,0.262,0.2479,1
/watson/data/ml/results/cbt-big-valid/895/895_-ehd_384_-sed_384.out,0.6112,0.422,0.262,0.2469,1
